Contig	ver. 6	ver. 7	Length
ctg7180000010134	Unassigned	Rem. haplot.	8758
ctg7180000010138	Unassigned	Rem. haplot.	12419
ctg7180000010137	Unassigned	Put. Y	17833
ctg7180000010141	Unassigned	Rem. haplot.	9325
ctg7180000010142	Unassigned	LG6	16300
ctg7180000010142	Unassigned	Rem. overl.	197
ctg7180000010144	Unassigned	Rem. haplot.	11014
ctg7180000010143	Unassigned	Rem. haplot.	8062
ctg7180000010145	Unassigned	Rem. haplot.	12373
ctg7180000010146	Unassigned	Rem. haplot.	24855
ctg7180000010148	Unassigned	Rem. haplot.	15374
ctg7180000010149	Unassigned	Rem. haplot.	35394
ctg7180000010152	Unassigned	Rem. haplot.	8216
ctg7180000010156	Unassigned	Rem. haplot.	7495
ctg7180000010153	Unassigned	Rem. haplot.	20940
ctg7180000010158	Unassigned	Rem. haplot.	12618
ctg7180000010157	Unassigned	Rem. haplot.	14525
ctg7180000010154	Unassigned	Rem. haplot.	8975
ctg7180000010151	Unassigned	Rem. haplot.	18422
ctg7180000010160	Unassigned	Rem. haplot.	12822
ctg7180000010162	Unassigned	Rem. haplot.	20534
ctg7180000010163	Unassigned	Rem. haplot.	11823
ctg7180000010165	Unassigned	Repeat	10099
ctg7180000010166	Unassigned	Put. haplot.	10517
ctg7180000010167	Unassigned	LG4	11869
ctg7180000010167	Unassigned	Rem. overl.	10338
ctg7180000010164	Unassigned	LG16	142084
ctg7180000010164	Unassigned	Rem. overl.	9946
ctg7180000010169	Unassigned	Repeat	14590
ctg7180000010171	Unassigned	Rem. haplot.	11170
ctg7180000010170	Unassigned	LG6	7020
ctg7180000010170	Unassigned	Rem. overl.	9445
ctg7180000010176	Unassigned	Repeat	8184
ctg7180000010179	Unassigned	Rem. haplot.	17486
ctg7180000010178	Unassigned	Repeat	13966
ctg7180000010183	Unassigned	Repeat	9733
ctg7180000010181	Unassigned	LG13	17236
ctg7180000010181	Unassigned	Rem. overl.	18981
ctg7180000010185	Unassigned	Put. haplot.	11689
ctg7180000010182	Unassigned	Rem. haplot.	9320
ctg7180000010190	Unassigned	Put. haplot.	8450
ctg7180000010188	Unassigned	LG1	113177
ctg7180000010188	Unassigned	Rem. overl.	8214
ctg7180000010189	Unassigned	Put. haplot.	20605
ctg7180000010191	Unassigned	Rem. haplot.	19810
ctg7180000010194	Unassigned	Rem. haplot.	8408
ctg7180000010199	Unassigned	Rem. haplot.	11081
ctg7180000010202	Unassigned	Rem. haplot.	9118
ctg7180000010200	Unassigned	Put. haplot.	24352
ctg7180000010201	Unassigned	Repeat	18945
ctg7180000010198	Unassigned	Rem. haplot.	18445
ctg7180000010204	Unassigned	Rem. haplot.	22557
ctg7180000010213	Unassigned	Rem. haplot.	9909
ctg7180000010212	Unassigned	Rem. haplot.	6723
ctg7180000010214	Unassigned	Rem. haplot.	9589
ctg7180000010210	Unassigned	Repeat	22670
ctg7180000010217	Unassigned	Rem. haplot.	18927
ctg7180000010219	Unassigned	Rem. haplot.	15985
ctg7180000010218	Unassigned	Repeat	14985
ctg7180000010220	Unassigned	Put. haplot.	42589
ctg7180000010222	Unassigned	Rem. haplot.	15278
ctg7180000010226	Unassigned	Zero cov.	19661
ctg7180000010227	Unassigned	Rem. haplot.	29144
ctg7180000010228	Unassigned	Rem. haplot.	14077
ctg7180000010230	Unassigned	Rem. haplot.	9646
ctg7180000010231	Unassigned	Put. Y	18844
ctg7180000010233	Unassigned	Rem. haplot.	25955
ctg7180000010237	Unassigned	Repeat	11996
ctg7180000010236	Unassigned	Repeat	27509
ctg7180000010235	Unassigned	LG12	57505
ctg7180000010235	Unassigned	Rem. overl.	4096
ctg7180000010238	Unassigned	Rem. haplot.	14077
ctg7180000010242	Unassigned	Rem. haplot.	17228
ctg7180000010241	Unassigned	Repeat	24811
ctg7180000010246	Unassigned	Rem. haplot.	9645
ctg7180000010249	Unassigned	Rem. haplot.	19152
ctg7180000010250	Unassigned	Rem. haplot.	23190
ctg7180000010251	Unassigned	Rem. haplot.	26944
ctg7180000010252	Unassigned	Rem. haplot.	9617
ctg7180000010253	Unassigned	Rem. haplot.	30581
ctg7180000010254	Unassigned	Rem. haplot.	18234
ctg7180000010255	Unassigned	Rem. haplot.	10380
ctg7180000010258	Unassigned	Rem. haplot.	8699
ctg7180000010256	Unassigned	LG10	6028
ctg7180000010256	Unassigned	Rem. overl.	32924
ctg7180000010257	Unassigned	Repeat	13339
ctg7180000010259	Unassigned	Rem. haplot.	8304
ctg7180000010262	Unassigned	Rem. haplot.	12969
ctg7180000010265	Unassigned	Repeat	8861
ctg7180000010264	Unassigned	Rem. haplot.	12615
ctg7180000010267	Unassigned	Rem. haplot.	19680
ctg7180000010266	Unassigned	Put. haplot.	23720
ctg7180000010269	Unassigned	Rem. haplot.	14419
ctg7180000010271	Unassigned	Repeat	11843
ctg7180000010270	Unassigned	Rem. haplot.	22506
ctg7180000010273	Unassigned	Rem. haplot.	12298
ctg7180000010274	Unassigned	Rem. haplot.	11026
ctg7180000010279	Unassigned	Rem. haplot.	10562
ctg7180000010280	Unassigned	Repeat	12464
ctg7180000010282	Unassigned	Repeat	9904
ctg7180000010283	Unassigned	Repeat	9075
ctg7180000010286	Unassigned	Repeat	13689
ctg7180000010281	Unassigned	Rem. haplot.	12434
ctg7180000010290	Unassigned	Repeat	9423
ctg7180000010285	Unassigned	Rem. haplot.	10030
ctg7180000010288	Unassigned	Rem. haplot.	14765
ctg7180000010289	Unassigned	Rem. haplot.	14567
ctg7180000010291	Unassigned	Rem. haplot.	17823
ctg7180000010292	Unassigned	Rem. haplot.	10590
ctg7180000010293	Unassigned	Rem. haplot.	10095
ctg7180000010287	Unassigned	Repeat	13702
ctg7180000010297	Unassigned	Rem. haplot.	11400
ctg7180000010298	Unassigned	Rem. haplot.	10339
ctg7180000010306	Unassigned	Rem. haplot.	7771
ctg7180000010308	Unassigned	Rem. haplot.	8980
ctg7180000010307	Unassigned	Put. haplot.	8919
ctg7180000010305	Unassigned	Rem. haplot.	13217
ctg7180000010294	Unassigned	Rem. haplot.	24939
ctg7180000010299	Unassigned	Rem. haplot.	12582
ctg7180000010312	Unassigned	Rem. haplot.	8756
ctg7180000010317	Unassigned	Repeat	9398
ctg7180000010320	Unassigned	Repeat	8634
ctg7180000010313	Unassigned	Rem. haplot.	8411
ctg7180000010315	Unassigned	LG2	11417
ctg7180000010310	Unassigned	Rem. haplot.	14906
ctg7180000010318	Unassigned	Rem. haplot.	15403
ctg7180000010321	Unassigned	LG8	24958
ctg7180000010325	Unassigned	Rem. haplot.	19021
ctg7180000010324	Unassigned	LG9	12443
ctg7180000010323	Unassigned	Rem. haplot.	14942
ctg7180000010326	Unassigned	Rem. haplot.	19720
ctg7180000010328	Unassigned	Rem. haplot.	17062
ctg7180000010331	Unassigned	Zero cov.	6852
ctg7180000010333	Unassigned	Put. haplot.	14642
ctg7180000010336	Unassigned	Rem. haplot.	18777
ctg7180000010335	Unassigned	Put. centr.	26673
ctg7180000010342	Unassigned	Repeat	7689
ctg7180000010340	Unassigned	LG9	9994
ctg7180000010340	Unassigned	Rem. overl.	816
ctg7180000010339	Unassigned	LG7	8828
ctg7180000010339	Unassigned	Rem. overl.	5157
ctg7180000010341	Unassigned	Rem. haplot.	21509
ctg7180000010346	Unassigned	Rem. haplot.	10738
ctg7180000010345	Unassigned	Rem. haplot.	16089
ctg7180000010347	Unassigned	Repeat	9166
ctg7180000010350	Unassigned	Rem. haplot.	10801
ctg7180000010352	Unassigned	Rem. haplot.	12170
ctg7180000010353	Unassigned	Put. haplot.	12715
ctg7180000010359	Unassigned	Repeat	12804
ctg7180000010354	Unassigned	Rem. haplot.	20909
ctg7180000010349	Unassigned	Rem. haplot.	23992
ctg7180000010364	Unassigned	Rem. haplot.	12801
ctg7180000010360	Unassigned	Rem. haplot.	6103
ctg7180000010369	Unassigned	Repeat	12075
ctg7180000010365	Unassigned	Rem. haplot.	20469
ctg7180000010366	Unassigned	Rem. haplot.	12443
ctg7180000010372	Unassigned	Repeat	8748
ctg7180000010363	Unassigned	Rem. haplot.	20377
ctg7180000010358	Unassigned	Rem. haplot.	24659
ctg7180000010368	Unassigned	Rem. haplot.	13360
ctg7180000010367	Unassigned	Rem. haplot.	13153
ctg7180000010371	Unassigned	Rem. haplot.	14273
ctg7180000010374	Unassigned	Rem. haplot.	24582
ctg7180000010376	Unassigned	Rem. haplot.	15188
ctg7180000010377	Unassigned	Rem. haplot.	20804
ctg7180000010379	Unassigned	Rem. haplot.	14626
ctg7180000010381	Unassigned	Rem. haplot.	18210
ctg7180000010383	Unassigned	Rem. haplot.	10734
ctg7180000010385	Unassigned	Rem. haplot.	8698
ctg7180000010384	Unassigned	Rem. haplot.	20732
ctg7180000010380	Unassigned	Rem. haplot.	15482
ctg7180000010386	Unassigned	Rem. haplot.	10374
ctg7180000010387	Unassigned	Rem. haplot.	19750
ctg7180000010391	Unassigned	Repeat	16839
ctg7180000010388	Unassigned	Rem. haplot.	15789
ctg7180000010390	Unassigned	Rem. haplot.	9820
ctg7180000010392	Unassigned	LG15	17550
ctg7180000010397	Unassigned	Rem. haplot.	8723
ctg7180000010398	Unassigned	Rem. haplot.	11804
ctg7180000010404	Unassigned	Repeat	8519
ctg7180000010400	Unassigned	Rem. haplot.	21642
ctg7180000010399	Unassigned	Rem. haplot.	12078
ctg7180000010401	Unassigned	Rem. haplot.	11145
ctg7180000010406	Unassigned	Rem. haplot.	10543
ctg7180000010405	Unassigned	Rem. haplot.	11022
ctg7180000010408	Unassigned	Rem. haplot.	12812
ctg7180000010394	Unassigned	Rem. haplot.	12834
ctg7180000010407	Unassigned	Rem. haplot.	16904
ctg7180000010410	Unassigned	Rem. haplot.	14181
ctg7180000010409	Unassigned	Rem. haplot.	13824
ctg7180000010415	Unassigned	Repeat	9273
ctg7180000010414	Unassigned	Rem. haplot.	7925
ctg7180000010411	Unassigned	Rem. haplot.	23012
ctg7180000010425	Unassigned	Rem. haplot.	8961
ctg7180000010413	Unassigned	Rem. haplot.	18034
ctg7180000010423	Unassigned	LG9	6099
ctg7180000010423	Unassigned	Rem. overl.	3297
ctg7180000010424	Unassigned	Rem. haplot.	9867
ctg7180000010419	Unassigned	Rem. haplot.	14151
ctg7180000010420	Unassigned	Rem. haplot.	14295
ctg7180000010412	Unassigned	Rem. haplot.	15350
ctg7180000010427	Unassigned	Rem. haplot.	16399
ctg7180000010428	Unassigned	Rem. haplot.	38597
ctg7180000010431	Unassigned	Rem. haplot.	9560
ctg7180000010432	Unassigned	Rem. haplot.	29594
ctg7180000010436	Unassigned	Rem. haplot.	8484
ctg7180000010437	Unassigned	Repeat	11063
ctg7180000010438	Unassigned	Rem. haplot.	22892
ctg7180000010439	Unassigned	LG20	9633
ctg7180000010439	Unassigned	Rem. overl.	6907
ctg7180000010435	Unassigned	Rem. haplot.	14006
ctg7180000010440	Unassigned	Rem. haplot.	15112
ctg7180000010449	Unassigned	Put. centr.	17056
ctg7180000010450	Unassigned	Put. centr.	15864
ctg7180000010446	Unassigned	Rem. haplot.	15673
ctg7180000010454	Unassigned	Put. centr.	13222
ctg7180000010442	Unassigned	Put. centr.	44513
ctg7180000010457	Unassigned	Put. centr.	11640
ctg7180000010460	Unassigned	Put. centr.	12930
ctg7180000010455	Unassigned	LG11	10378
ctg7180000010443	Unassigned	Rem. haplot.	12008
ctg7180000010456	Unassigned	Put. centr.	9227
ctg7180000010462	Unassigned	Put. centr.	8418
ctg7180000010453	Unassigned	Rem. haplot.	9848
ctg7180000010459	Unassigned	Rem. haplot.	16439
ctg7180000010464	Unassigned	Put. centr.	7550
ctg7180000010465	Unassigned	Put. centr.	12543
ctg7180000010463	Unassigned	Put. centr.	15952
ctg7180000010461	Unassigned	Put. centr.	13458
ctg7180000010468	Unassigned	Rem. haplot.	10191
ctg7180000010467	Unassigned	LG18	30506
ctg7180000010474	Unassigned	Rem. haplot.	16468
ctg7180000010473	Unassigned	Rem. haplot.	11174
ctg7180000010470	Unassigned	Rem. haplot.	25550
ctg7180000010471	Unassigned	Rem. haplot.	16179
ctg7180000010476	Unassigned	Rem. haplot.	20544
ctg7180000010478	Unassigned	Rem. haplot.	16928
ctg7180000010483	Unassigned	Repeat	10071
ctg7180000010481	Unassigned	Rem. haplot.	11897
ctg7180000010482	Unassigned	Rem. haplot.	11989
ctg7180000010480	Unassigned	Rem. haplot.	26454
ctg7180000010484	Unassigned	Rem. haplot.	20037
ctg7180000010477	Unassigned	Rem. haplot.	18276
ctg7180000010479	Unassigned	Rem. haplot.	17200
ctg7180000010487	Unassigned	Rem. haplot.	11920
ctg7180000010485	Unassigned	Repeat	226282
ctg7180000010486	Unassigned	Rem. haplot.	26288
ctg7180000010488	Unassigned	Put. Y	53628
ctg7180000010492	Unassigned	Repeat	7900
ctg7180000010501	Unassigned	Repeat	13756
ctg7180000010504	Unassigned	Repeat	7632
ctg7180000010490	Unassigned	Rem. haplot.	16218
ctg7180000010502	Unassigned	Repeat	10724
ctg7180000010489	Unassigned	Put. X	28989
ctg7180000010498	Unassigned	Repeat	14306
ctg7180000010500	Unassigned	Rem. haplot.	14899
ctg7180000010493	Unassigned	Rem. haplot.	13044
ctg7180000010494	Unassigned	Repeat	16657
ctg7180000010495	Unassigned	Repeat	11363
ctg7180000010496	Unassigned	Repeat	13090
ctg7180000010497	Unassigned	Repeat	28404
ctg7180000010499	Unassigned	Rem. haplot.	19625
ctg7180000010503	Unassigned	Rem. haplot.	12716
ctg7180000010505	Unassigned	LG21	20325
ctg7180000010506	Unassigned	Repeat	13475
ctg7180000010509	Unassigned	Rem. haplot.	27463
ctg7180000010517	Unassigned	Rem. haplot.	10357
ctg7180000010518	Unassigned	Rem. haplot.	9565
ctg7180000010519	Unassigned	Repeat	12346
ctg7180000010515	Unassigned	LG16	9644
ctg7180000010516	Unassigned	Rem. haplot.	12666
ctg7180000010525	Unassigned	Rem. haplot.	20771
ctg7180000010527	Unassigned	Rem. haplot.	23616
ctg7180000010529	Unassigned	LG13	9191
ctg7180000010529	Unassigned	Rem. overl.	10377
ctg7180000010532	Unassigned	Repeat	8775
ctg7180000010533	Unassigned	LG20	8351
ctg7180000010533	Unassigned	Rem. overl.	7842
ctg7180000010536	Unassigned	Repeat	9225
ctg7180000010537	Unassigned	Rem. haplot.	17273
ctg7180000010539	Unassigned	LG13	21119
ctg7180000010540	Unassigned	Repeat	12195
ctg7180000010549	Unassigned	LG8	13259
ctg7180000010543	Unassigned	Repeat	23404
ctg7180000010544	Unassigned	Rem. haplot.	19310
ctg7180000010548	Unassigned	Put. haplot.	19637
ctg7180000010554	Unassigned	Rem. haplot.	24242
ctg7180000010556	Unassigned	Repeat	31590
ctg7180000010558	Unassigned	Rem. haplot.	9059
ctg7180000010557	Unassigned	Rem. haplot.	12115
ctg7180000010562	Unassigned	Rem. haplot.	13382
ctg7180000010563	Unassigned	Rem. haplot.	12116
ctg7180000010567	Unassigned	Rem. haplot.	17678
ctg7180000010568	Unassigned	Rem. haplot.	17836
ctg7180000010569	Unassigned	Rem. haplot.	20596
ctg7180000010566	Unassigned	Rem. haplot.	21029
ctg7180000010570	Unassigned	Rem. haplot.	23497
ctg7180000010572	Unassigned	Repeat	6149
ctg7180000010573	Unassigned	Rem. haplot.	17374
ctg7180000010576	Unassigned	Rem. haplot.	12840
ctg7180000010578	Unassigned	Rem. haplot.	10451
ctg7180000010580	Unassigned	Rem. haplot.	14082
ctg7180000010583	Unassigned	Rem. haplot.	17761
ctg7180000010584	Unassigned	Rem. haplot.	9378
ctg7180000010586	Unassigned	Repeat	18314
ctg7180000010589	Unassigned	Put. centr.	10629
ctg7180000010591	Unassigned	LG20	5846
ctg7180000010591	Unassigned	Rem. overl.	9910
ctg7180000010593	Unassigned	Rem. haplot.	9998
ctg7180000010595	Unassigned	Rem. haplot.	12002
ctg7180000010597	Unassigned	Rem. haplot.	13571
ctg7180000010599	Unassigned	Put. Y	29711
ctg7180000010602	Unassigned	LG15	10381
ctg7180000010602	Unassigned	Rem. overl.	9566
ctg7180000010603	Unassigned	Repeat	19685
ctg7180000010604	Unassigned	Put. haplot.	14825
ctg7180000010607	Unassigned	Rem. haplot.	11507
ctg7180000010612	Unassigned	Rem. haplot.	11678
ctg7180000010611	Unassigned	Repeat	22588
ctg7180000010613	Unassigned	Rem. haplot.	17255
ctg7180000010614	Unassigned	Rem. haplot.	15841
ctg7180000010620	Unassigned	Rem. haplot.	10109
ctg7180000010619	Unassigned	Repeat	12127
ctg7180000010616	Unassigned	Rem. haplot.	9917
ctg7180000010622	Unassigned	Rem. haplot.	9240
ctg7180000010617	Unassigned	Rem. haplot.	9065
ctg7180000010615	Unassigned	LG15	30181
ctg7180000010623	Unassigned	Rem. haplot.	15141
ctg7180000010621	Unassigned	Rem. haplot.	14673
ctg7180000010618	Unassigned	Rem. haplot.	7519
ctg7180000010626	Unassigned	Rem. haplot.	9164
ctg7180000010630	Unassigned	Rem. haplot.	9091
ctg7180000010631	Unassigned	Rem. haplot.	11998
ctg7180000010633	Unassigned	Rem. haplot.	10181
ctg7180000010636	Unassigned	Rem. haplot.	13339
ctg7180000010635	Unassigned	LG6	8954
ctg7180000010635	Unassigned	Rem. overl.	2351
ctg7180000010632	Unassigned	Rem. haplot.	7372
ctg7180000010637	Unassigned	Rem. haplot.	18517
ctg7180000010624	Unassigned	Rem. haplot.	10845
ctg7180000010640	Unassigned	Rem. haplot.	9875
ctg7180000010641	Unassigned	Rem. haplot.	17371
deg7180000005351	Unassigned	Rem. haplot.	8709
deg7180000005325	Unassigned	Zero cov.	8590
deg7180000005371	Unassigned	Rem. haplot.	8236
deg7180000005422	Unassigned	Repeat	12576
deg7180000005539	Unassigned	Repeat	8443
deg7180000005565	Unassigned	Repeat	8863
deg7180000005542	Unassigned	Rem. haplot.	9687
deg7180000005640	Unassigned	Repeat	7628
deg7180000005655	Unassigned	Repeat	7279
deg7180000005503	Unassigned	Rem. haplot.	19712
deg7180000005607	Unassigned	Rem. haplot.	7936
deg7180000005744	Unassigned	Rem. haplot.	11408
deg7180000005661	Unassigned	Rem. haplot.	7568
deg7180000005608	Unassigned	Rem. haplot.	9017
deg7180000005736	Unassigned	Rem. haplot.	8950
deg7180000005672	Unassigned	Rem. haplot.	7878
deg7180000005374	Unassigned	Rem. haplot.	9712
deg7180000005941	Unassigned	Zero cov.	9577
deg7180000005879	Unassigned	LG2	24730
deg7180000005879	Unassigned	Rem. overl.	245
deg7180000006666	Unassigned	Repeat	8364
deg7180000006709	Unassigned	Put. centr.	9086
deg7180000006249	Unassigned	Zero cov.	7922
deg7180000005980	Unassigned	Rem. haplot.	7399
deg7180000006189	Unassigned	Rem. haplot.	7666
deg7180000006437	Unassigned	Rem. haplot.	7378
deg7180000006146	Unassigned	Rem. haplot.	13224
deg7180000006219	Unassigned	Rem. haplot.	8242
deg7180000006209	Unassigned	Put. centr.	7731
deg7180000006291	Unassigned	Rem. haplot.	20127
deg7180000006831	Unassigned	Repeat	7575
deg7180000006629	Unassigned	Rem. haplot.	7757
deg7180000006417	Unassigned	Rem. haplot.	9838
deg7180000006433	Unassigned	Rem. haplot.	8315
deg7180000006501	Unassigned	Rem. haplot.	8809
deg7180000006638	Unassigned	Unassigned	10207
deg7180000006533	Unassigned	Repeat	13281
deg7180000006575	Unassigned	Repeat	8971
deg7180000006747	Unassigned	Zero cov.	8455
deg7180000006560	Unassigned	Repeat	7405
deg7180000006661	Unassigned	Put. centr.	7967
deg7180000006549	Unassigned	Rem. haplot.	9644
deg7180000006744	Unassigned	Rem. haplot.	6582
deg7180000006906	Unassigned	LG4	7875
deg7180000006912	Unassigned	Rem. haplot.	14100
deg7180000006716	Unassigned	Rem. haplot.	10047
deg7180000006710	Unassigned	Rem. haplot.	9837
deg7180000006734	Unassigned	Rem. haplot.	16776
deg7180000006770	Unassigned	Rem. haplot.	6931
deg7180000006969	Unassigned	Put. centr.	11929
deg7180000006765	Unassigned	Zero cov.	8639
deg7180000006774	Unassigned	Rem. haplot.	13350
deg7180000006741	Unassigned	Rem. haplot.	14486
deg7180000006764	Unassigned	Repeat	9043
deg7180000006847	Unassigned	Zero cov.	11947
deg7180000006965	Unassigned	Put. centr.	10604
deg7180000006920	Unassigned	Repeat	8091
deg7180000006807	Unassigned	Rem. haplot.	6812
deg7180000007043	Unassigned	Zero cov.	8837
deg7180000006897	Unassigned	Rem. haplot.	10801
deg7180000006921	Unassigned	Rem. haplot.	7422
deg7180000006808	Unassigned	Rem. haplot.	8375
deg7180000007154	Unassigned	Repeat	8182
deg7180000007054	Unassigned	Zero cov.	8913
deg7180000007091	Unassigned	Repeat	8987
deg7180000007048	Unassigned	Zero cov.	7529
deg7180000007140	Unassigned	Repeat	10288
deg7180000006869	Unassigned	Repeat	12770
deg7180000006838	Unassigned	Rem. haplot.	41227
deg7180000006859	Unassigned	Rem. haplot.	12433
deg7180000006880	Unassigned	Rem. haplot.	8830
deg7180000007037	Unassigned	Unassigned	9740
deg7180000006996	Unassigned	Repeat	6709
deg7180000006857	Unassigned	Rem. haplot.	11143
deg7180000007274	Unassigned	Repeat	8040
deg7180000006926	Unassigned	Rem. haplot.	9220
deg7180000006879	Unassigned	Rem. haplot.	9668
deg7180000007270	Unassigned	Repeat	8855
deg7180000006905	Unassigned	Rem. haplot.	8656
deg7180000006993	Unassigned	Rem. haplot.	10956
deg7180000006991	Unassigned	Rem. haplot.	8176
deg7180000006918	Unassigned	Rem. haplot.	29764
deg7180000006933	Unassigned	Rem. haplot.	7963
deg7180000006952	Unassigned	Rem. haplot.	7566
deg7180000006950	Unassigned	Rem. haplot.	22454
deg7180000007104	Unassigned	Rem. haplot.	7540
deg7180000007022	Unassigned	Rem. haplot.	11638
deg7180000007258	Unassigned	Rem. haplot.	8808
deg7180000007352	Unassigned	Put. centr.	17346
deg7180000007401	Unassigned	Repeat	9921
deg7180000007086	Unassigned	Rem. haplot.	9715
deg7180000007088	Unassigned	Rem. haplot.	7932
deg7180000006989	Unassigned	Rem. haplot.	11280
deg7180000007002	Unassigned	Rem. haplot.	20344
deg7180000007206	Unassigned	Put. centr.	10596
deg7180000007363	Unassigned	Zero cov.	7224
deg7180000007294	Unassigned	Rem. haplot.	8574
deg7180000007409	Unassigned	Put. centr.	10878
deg7180000007407	Unassigned	Put. centr.	12163
deg7180000007398	Unassigned	Repeat	7980
deg7180000007375	Unassigned	Zero cov.	7991
deg7180000007392	Unassigned	Put. centr.	9964
deg7180000007426	Unassigned	Put. centr.	11710
deg7180000007406	Unassigned	Put. centr.	12783
deg7180000007353	Unassigned	Put. centr.	9842
deg7180000007190	Unassigned	Rem. haplot.	7663
deg7180000007200	Unassigned	Rem. haplot.	8088
deg7180000007024	Unassigned	Rem. haplot.	9448
deg7180000007168	Unassigned	Rem. haplot.	8383
deg7180000007427	Unassigned	Put. centr.	9550
deg7180000007451	Unassigned	Put. centr.	8491
deg7180000007182	Unassigned	Put. centr.	7759
deg7180000007231	Unassigned	Rem. haplot.	10628
deg7180000007396	Unassigned	Repeat	8360
deg7180000007408	Unassigned	Put. centr.	10647
deg7180000007373	Unassigned	Unassigned	8864
deg7180000007038	Unassigned	Zero cov.	21794
deg7180000007087	Unassigned	Rem. haplot.	8031
deg7180000007128	Unassigned	Zero cov.	9124
deg7180000007289	Unassigned	Put. centr.	8197
deg7180000007329	Unassigned	Rem. haplot.	7082
deg7180000007263	Unassigned	Repeat	5820
deg7180000007431	Unassigned	Put. centr.	9291
deg7180000007452	Unassigned	Put. centr.	11012
deg7180000007438	Unassigned	Put. centr.	9302
deg7180000007233	Unassigned	Rem. haplot.	7801
deg7180000007254	Unassigned	Rem. haplot.	12323
deg7180000007455	Unassigned	Put. centr.	9419
deg7180000007449	Unassigned	Put. centr.	12091
deg7180000007458	Unassigned	Put. centr.	8637
deg7180000007447	Unassigned	Put. centr.	13545
deg7180000007277	Unassigned	Repeat	8439
deg7180000007180	Unassigned	Put. centr.	9082
deg7180000007204	Unassigned	Put. centr.	13200
deg7180000007205	Unassigned	Put. centr.	11220
deg7180000007226	Unassigned	Rem. haplot.	7350
deg7180000007547	Unassigned	Repeat	18129
deg7180000007479	Unassigned	Repeat	7579
deg7180000007440	Unassigned	Put. centr.	16818
deg7180000007278	Unassigned	Rem. haplot.	7527
deg7180000007301	Unassigned	Rem. haplot.	6573
deg7180000007325	Unassigned	Rem. haplot.	13328
deg7180000007281	Unassigned	Rem. haplot.	9056
deg7180000007457	Unassigned	Put. centr.	9187
deg7180000007578	Unassigned	Repeat	13033
deg7180000007355	Unassigned	Rem. haplot.	9908
deg7180000007565	Unassigned	Repeat	7337
deg7180000007450	Unassigned	Rem. haplot.	13931
deg7180000007288	Unassigned	Rem. haplot.	8700
deg7180000007295	Unassigned	Put. centr.	8154
deg7180000007315	Unassigned	Rem. haplot.	8263
deg7180000007344	Unassigned	Rem. haplot.	8955
deg7180000007626	Unassigned	Repeat	7268
deg7180000007437	Unassigned	Rem. haplot.	8164
deg7180000007470	Unassigned	Put. centr.	12411
deg7180000007368	Unassigned	Rem. haplot.	8037
deg7180000007428	Unassigned	Rem. haplot.	9473
deg7180000007432	Unassigned	Rem. haplot.	8696
deg7180000007623	Unassigned	Repeat	7445
deg7180000007433	Unassigned	Rem. haplot.	11070
deg7180000007429	Unassigned	Rem. haplot.	11602
deg7180000007359	Unassigned	Rem. haplot.	9275
deg7180000007410	Unassigned	Rem. haplot.	8714
deg7180000007634	Unassigned	Repeat	7328
deg7180000007434	Unassigned	Put. centr.	10067
deg7180000007681	Unassigned	Repeat	7361
deg7180000007639	Unassigned	Repeat	7744
deg7180000007650	Unassigned	Repeat	9286
deg7180000007668	Unassigned	Repeat	5936
deg7180000007720	Unassigned	Put. centr.	8492
deg7180000007436	Unassigned	Rem. haplot.	8389
deg7180000007747	Unassigned	Put. centr.	11803
deg7180000007779	Unassigned	Repeat	7158
deg7180000007664	Unassigned	Repeat	7371
deg7180000007454	Unassigned	Rem. haplot.	8732
deg7180000007490	Unassigned	Rem. haplot.	10745
deg7180000007743	Unassigned	Put. centr.	11602
deg7180000007740	Unassigned	Put. centr.	14660
deg7180000007669	Unassigned	Repeat	17159
deg7180000007425	Unassigned	Rem. haplot.	14516
deg7180000007812	Unassigned	Repeat	13168
deg7180000007715	Unassigned	Put. centr.	10730
deg7180000007748	Unassigned	Put. centr.	10950
deg7180000007660	Unassigned	Repeat	7291
deg7180000007637	Unassigned	Repeat	8714
deg7180000007795	Unassigned	Put. centr.	7809
deg7180000007745	Unassigned	Put. centr.	10551
deg7180000007643	Unassigned	Rem. haplot.	8196
deg7180000007874	Unassigned	Put. centr.	10218
deg7180000007676	Unassigned	Rem. haplot.	7827
deg7180000007746	Unassigned	Rem. haplot.	10092
deg7180000007430	Unassigned	Rem. haplot.	10323
deg7180000007445	Unassigned	Put. centr.	11409
deg7180000007845	Unassigned	Put. centr.	12710
deg7180000007492	Unassigned	Rem. haplot.	7526
deg7180000007494	Unassigned	Repeat	11630
deg7180000007593	Unassigned	Rem. haplot.	9326
deg7180000007620	Unassigned	Rem. haplot.	9495
deg7180000007628	Unassigned	Repeat	9997
deg7180000007685	Unassigned	Repeat	8480
deg7180000007881	Unassigned	Unassigned	8892
deg7180000007784	Unassigned	Unassigned	8994
deg7180000007742	Unassigned	Put. centr.	13090
deg7180000007722	Unassigned	Rem. haplot.	8973
deg7180000007799	Unassigned	Rem. haplot.	8025
deg7180000007846	Unassigned	Put. centr.	13033
deg7180000007890	Unassigned	Unassigned	21289
deg7180000007760	Unassigned	Repeat	6684
deg7180000007709	Unassigned	Put. centr.	12075
deg7180000007764	Unassigned	Repeat	7823
deg7180000007518	Unassigned	Rem. haplot.	9354
deg7180000007612	Unassigned	Rem. haplot.	8070
